0,1,2
GGNITW,5564955,158
LANEWVIC,9644331,160
ZYTDXU,7895658,116
WJXLMM,8094888,133
NICVKNI,25100,44
ICVGNY,2483437,74
LKESG,3260828,191
NWXMHSKQ,1502119,31
FJNZL,5734071,98
SMNDN,293183,156
REITRE,2926339,169
SYAZNHHAZS,9666296,80
LJMIRV,8177036,3
AWXQXNMLK,2748388,172
ELHRLBQF,571212,130
OHVIBLBP,7934512,88
XNO,6410985,129
RQEFTC,8302553,173
UMTE,3973515,154
BZDRKYDBJD,4915529,157
LHRSGKFZPC,9785266,127
NPJDZUQL,7860515,29
RXXZQAVZ,3956024,153
CPVDY,3318364,189
TZJWIMITFC,5406696,35
XFHGOJZWOD,9727177,186
WPHPGROFJM,6031288,67
XBNZVUW,2197292,50
UUUL,7466680,192
QOR,4495217,181
GZYBX,8101746,66
FVNTNGOZ,3660998,146
HMGQDIBJN,9237992,174
ZFCYHLO,3397176,188
STIQVOAGG,6584442,134
BWJIFJN,9716460,193
OONDUMD,6128705,32
CBNEGXYUI,6293521,67
JTWLCHJEB,2233251,20
JQODJOVXPR,5439758,47
LRSRBVIY,443931,67
GBXAUT,6032980,83
MQBZ,2475561,171
RWXSV,9557481,126
ISEUXYY,7790501,130
UEQ,5000056,14
SGKURGOPEJ,3836326,171
GSCQNAK,6887660,94
SLJAMAAYQL,8270078,85
YZJKFLJLKZ,5488224,79
OTLGNWB,5282489,66
ZGIPOYH,1712519,3
JIH,2709837,180
XUB,3046392,65
TYQCOXRSNB,8237179,67
NGJCQTLCT,6499892,199
ABIOK,4075169,86
SGV,7148633,108
NPKBG,1538143,137
RYXRVAFJC,2092991,159
POCOXXJKO,2338921,26
UVCREKVC,8674754,8
PNLVQLMBH,7712357,148
WUNPZIAQ,3016706,22
KPN,8123057,163
TGUA,3893760,198
RGZLU,32722,155
UOJUJDIN,5705814,84
GEEOCDM,1374626,108
YYVAT,5180072,159
HWP,8813890,15
TPVXVO,2849000,10
AQUCML,4268278,184
QFQFEHF,4141601,187
GJYFQH,6481675,183
RGPX,5972928,20
BSLDJQEXW,9704399,121
AJMXFU,5337920,149
RXRV,1887588,165
QSBGLX,1628672,59
ZEZSMA,8642020,108
VWLWMFIBXW,5864821,142
NXTLTXYZ,681539,130
SVD,2721324,29
FODL,3882804,54
OZSFUEQB,1993933,15
BOBIWPWA,2817581,26
GNFCUOQHUQ,338856,172
ALULM,1246605,87
ZTKLUBXY,493516,109
EQWHSQEY,7825279,3
UORIOENE,2695387,61
ANPC,9812032,185
CKXMURNW,1730385,120
KGHZDRUD,5004496,99
ZTBAAAZBXF,9540706,30
ZYZJOJZI,6177947,3
ICMQPKN,5335109,57
SQCTDAZ,4204281,85
WVPINKZMK,2771860,184
JPWQM,7509388,118
HPYQ,6150018,53
IKWMVSAA,5709502,88
LFBL,5669129,39
JRNDWUF,7775746,123
GLRIHJ,6026097,98
ISLRA,1073698,137
WMBNCLZ,580845,161
AMWGON,1430411,183
YHDOY,2164711,113
DNEVAQKS,2030105,92
SSWUGHW,1553206,15
NEAYBFRJY,8872564,34
MDLPJJM,2795920,130
YKNRF,223406,105
GDDQAHUYKR,4304201,134
ZDWS,1394750,75
FGGCNG,154551,36
RMYMIOALEH,5104008,158
BARGGE,7611524,193
DPSYCMDOFK,1004551,111
JUHBCOEG,8697251,143
OQCGHFS,1551917,34
NLE,1495208,18
IOKANLLFZK,3938725,157
ZCULBVHYW,952256,62
HUATCCMIFQ,5582288,173
BFHG,6846842,185
LUV,5270762,12
DISRA,9224092,136
CMNJ,605228,57
UMSXK,6826867,6
VHVIAWCTOP,7136709,137
PBYABRLT,2785409,42
IUP,2399097,140
RZHBYKFG,3109429,188
UDERNU,9152362,200
MKHNM,2474254,71
ZMY,7337789,190
LICGZ,8398418,29
VJWEFH,5936518,123
JCZKIHW,2027364,25
MWTHBCAWY,3335097,60
DNWGXHE,7369249,196
QGAMLZZES,1361870,113
JVYADAMCLX,6140272,165
XZSU,9715758,4
GBKFI,1399932,156
LTOJI,1383246,45
SVUPFDC,1000858,149
KEMRNZCOYI,3775157,53
WQPVSIJFW,4782399,119
LFOOJ,4704760,158
MXFJH,8496076,33
EGOCDCILWL,2220376,118
DQTA,3670263,196
YTROHVY,1876428,118
ITZMF,9196677,137
LYLRJC,6244077,164
WCDMHAA,8948683,47
IKF,3573059,98
BRCIEQHAKM,2573525,39
GCPITK,1904854,69
WXFHRYOWQ,8247419,44
KSGHDPSY,3780824,185
YKVSYG,1954973,77
TFSGEZN,5444376,37
PBRVRRHQSN,9266530,15
KYHWYC,3866319,73
CAEXHMHVI,2617350,182
CNW,2265868,130
LRBLXCLPE,9823239,182
JRCEHGKRD,8226543,14
WOIWUZEJQ,5347084,100
SWQJBGMJ,8774278,28
JVNBV,3641341,131
XLAOEF,6270629,92
GRUTUZHCVE,6164650,105
FJPQOZG,628835,125
ZWNK,7250942,6
SOS,9222584,169
JWN,8209667,50
JBJ,8027209,59
GXMFI,7721281,37
SDSPZ,3037443,167
IDFXKKBVAT,6985556,113
OCAYKS,9700042,60
ORFHWKE,6104336,139
HIVX,2087687,135
XERXJ,1445739,156
VJJE,4447424,28
ZUWHZEI,4971723,135
AZOAEAI,2794175,179
NPRQNMM,6603527,8
CUE,2799222,34
TPNVTHEY,2931797,8
NCZPHM,9014968,171
PJPJ,115756,149
ACCYG,7219768,152
GMLGBH,1254509,38
AAS,4421441,61
BKZTIRHUO,6431960,172
KRMHD,8739297,91
XBUKGTCVYH,707653,176
BNYEKY,9776549,154
WCLSFSBR,534692,200
GUABSACSW,4048579,3
LOLQNCHUMF,2193945,173
CZYXSKRYCR,9816514,72
ZQDVRJSY,7217442,106
ZHCESTKAM,6218040,177
XAAZRTTGEH,501336,29
EWPGFC,8599723,12
KRTNWIEKZM,9306836,196
HFNEX,3128150,63
KLUGPWSFS,7634398,62
XKBDAVLQS,6989822,132
RPNV,8541801,179
DTVTS,7784126,33
RFQBCIMLR,7325329,31
LZJJX,7895827,78
ADJ,2506449,34
UQUAISK,8394010,1
UCLJNAQNM,7628379,173
YVKMIGUW,2242129,22
NMY,5505365,153
BJJ,1918448,138
QVUELIWP,5342174,160
KAEEEGUV,7070793,58
SBLMSM,2125802,188
MDD,9370920,108
DSZ,96413,186
URFXCYYN,6503000,53
VQH,9755691,145
JKKTRKWM,8700268,155
WCARXNIBWS,2807136,52
XNKCJWGT,4671966,112
VDHEMVGT,8582516,64
VZHZCDGP,9262425,98
OEBIOXN,7517015,5
MPALXQYXG,4859274,58
ZBQSAXZ,1379136,137
EYQTQ,5262835,45
PDNA,9880773,7
GKR,4026985,162
RXKQG,6294064,171
UHTE,6974372,101
YIBJPLZ,168495,91
ZTRS,6842900,187
PZUXKVV,5408375,57
AUDJKFL,178809,147
GLPY,4783802,126
NKPQCXCRMJ,8671226,103
DRT,1132505,109
ZRJ,2851916,124
GMGXDT,4498315,74
NOD,7593960,93
CXVSRHE,2486370,138
HIMKQPCHY,7013974,125
CONCGPPDLD,9673350,38
QNTQ,6079834,168
NKFEA,9160951,18
WIXGHAOTZ,9706328,162
QJIPVYTKP,9378772,188
KEPAHZFML,6307951,72
VJZXZDIBG,2080636,136
CTDAPEJ,6570043,152
CPATXZS,8204014,120
ZFUWHJK,2647963,182
ZXVEZXG,71167,62
YAN,7052882,156
ZKJ,8953760,186
XMUWX,8645821,101
LRLPNT,6234546,111
ZOWT,1322737,183
YBDL,1349245,1
FSW,9634319,62
XLLN,3390551,177
YKICXQB,7258646,25
PDLPXTZZ,43881,187
LBROXKMU,4893930,87
BEKMQ,2851058,65
DTDHT,8743740,136
VHAUUKGXZ,1404521,49
KKOEHYRM,5543022,6
XABNJZ,1227859,104
EZMYXAMA,9872582,72
UEWJH,3090351,79
WXPFYEE,8048577,95
IMK,5664396,68
BWVWGOXZ,1001588,153
ZCPRNNKZWN,235835,3
JWA,8979847,100
VLATGXASN,9378574,50
VSH,3937938,141
IMXER,4979980,17
DYB,7684221,97
NANLJRN,6833271,88
BXMXZIDSVA,3854627,150
KWM,9300286,77
AXKPJSXV,5346298,106
ODGFFPPL,2751706,5
GTYHVHLAYH,156397,191
GOBEM,4278211,15
IVNKH,8631958,180
PPMFBHQS,3436094,193
YDUWF,7116125,180
TNTZBDNLI,4349379,29
BKET,7702802,125
KLFNMC,7537529,11
LPRWTY,5911890,41
XLFOLYT,8998207,91
XPSQHATPI,586502,139
GTVY,1078093,164
ZCNDEBCE,9788588,200
XSC,1321627,146
TOGL,1355898,67
PVBY,5165527,13
BFC,2496261,68
SHIQE,1784154,112
GDFXAD,1368791,28
AMKQPVEQZ,5088339,62
EROGGUQYA,1540016,112
LPO,4550571,189
CHTOTX,498926,58
JVM,5869783,35
ADYQFUS,5245247,83
HYKTUIQTZ,2841342,121
ENTVYOW,1841221,59
AMW,4990646,71
EZS,475547,96
QBHIRYXAYY,5042699,160
NYGC,5255324,95
FIRHK,6846818,103
QDXKN,2880748,101
HYOEO,9665866,10
MLGR,3973931,43
DWYJ,2048429,176
CNVNMMGAF,9973891,96
TWBEROMK,7699811,70
JEUYSQMHY,982674,151
LUETFTZ,7036102,83
UFEZLO,1990185,200
LEDLTKNAKA,6936014,152
JGGZB,8023116,133
CBJYZW,3456249,115
QFXSDUSLKO,14266,157
GCVSKNC,4505267,115
YMPCKG,2650937,18
KNUD,6305891,62
LWXGPOCEB,693152,108
PMBWMT,7131542,40
TRAN,3120029,9
MVVWYGYJST,6642694,200
QJHSZWKY,2337086,184
RJFGNRQ,3565576,13
NUNQKSP,8294518,12
KAG,6168664,113
HDJZEHDH,6041289,152
XYWOSRJAF,2055714,132
OMYB,9741520,30
QOZPRI,6872976,6
NOMB,1802977,187
DGT,7485645,194
ZESHHQOV,9586774,200
MAHZBE,1125635,120
OERP,7446428,45
KETTXSQKOY,5853627,95
UQSKZJO,1027181,185
GZJYYTWBMK,8209475,172
YME,5308809,163
OKNMYGSO,1514956,25
TNXIZRFCMY,7975862,73
BXDTWJEJ,2600504,97
JYVOJ,9571541,14
SGKHHRFDR,6195529,111
KRTNA,5336516,154
LWY,2866988,58
PVU,8626061,152
DGBSTXSHH,4879981,33
BQPMW,5401422,124
XKW,1115729,195
RARKEJH,9718936,33
HAFFSF,6782584,64
LZTP,6616758,8
JCP,1237632,27
MYEAUC,7967418,138
KUDEKVHFJ,3430101,68
UZMQ,3331518,182
OHALX,9042984,150
ACMNMNZM,8661400,112
JMABPHJ,5634544,146
ITLHAJYVU,4252495,184
PUA,7705359,12
NELNQYPVS,2106146,115
YZXXPGVAU,2434440,40
YGU,3196687,87
ABOZKKU,1665643,192
WFU,4586975,34
QVPRTRPY,6094826,170
IDAZ,4512344,32
IFJM,3500241,87
JNQD,4413112,76
BAMFN,4049034,133
LEGNIQKM,6423822,30
WGMRVVJKQK,3650020,122
JSJB,1324610,110
FXOHLS,2830670,24
KJBXEQDMCU,996763,166
KZNKWVCU,2277533,142
ONHRPZXMAM,3839078,64
JTYLJMRKJI,5959190,29
PAGQFYGD,5102021,148
TQCUWLRQPQ,202598,11
RWLBPBW,7359185,155
KSM,3090347,127
JQSBC,5701628,194
YHAY,4131192,190
GDDTMT,4920226,63
EUWABRL,445855,119
ZSFVZ,2742008,57
SFFBM,1332656,127
GUUDDMWBSU,3595478,23
QCEN,9021974,85
BLYY,1271776,49
AZHXAQW,1099941,159
GHSOJEQXV,8077601,55
UKKEDEU,6691640,167
UROHLGOI,4675665,154
WYZKFDB,4472652,152
AEGZRSFA,9669429,27
DXZHK,7880529,161
HAWDFKH,2854436,46
HWAWANMVO,5916979,200
NBVYGUREN,5630872,200
QXTACDDMT,7703379,81
ISBIO,4295939,173
CQX,5855384,52
BVEMD,2413251,141
HEGKULHNO,5553295,193
LPMGRJH,1144405,70
YQVERWAHQ,8123716,153
VUOFOSP,9487569,94
GZPM,3508658,117
MWF,4504710,110
KPZCTX,8595738,93
FJLL,3761691,120
KIDZQFH,449544,115
NITKYG,2262883,119
AYAYYHWRQ,17987,9
IUXLRLKG,4474210,82
TAMYYNEVH,7358433,95
KFNOVEIAOM,3488320,172
ZXE,634880,199
GEINB,6608795,125
ANKUI,3125255,198
GZKJO,1794821,35
QCRZBBVVM,4072662,129
PSNXLH,5581373,161
ZGQ,2949033,20
TLGRC,7791702,189
FBJOBRCNTC,3349248,114
SSRPF,1334203,7
BRAYD,4222973,118
YQLG,539581,104
YBO,2040237,65
IXAKUQU,5110240,141
GRSRDN,2579443,74
YYNRDIVE,7770309,194
UYDHTLSWO,4129344,51
YRCGNPPWK,8031680,121
NILGHBE,2145740,101
SKMZFTAGNX,1519526,106
SHKIN,490282,86
JOOVQFLT,2136435,126
FWSW,3543812,57
FTLCCADKZD,9344348,182
SXRCFN,7526646,34
RJF,8214690,199
BKPPQTBCXG,4035200,66
FVZVCPIGW,5986969,125
XFCADILQIG,6391668,15
GWJAWG,1101616,74
WVM,3856287,187
QDDXLEFL,3632219,81
PYZGNQ,2319981,29
RQSEDDGRHF,5346683,57
ZVNTHL,9477499,171
XHROKF,2257270,45
EMMKG,7500709,80
LQGRXHUVS,3249275,160
RJRHAOOTR,8221845,135
KRQXELGNLG,8370273,43
YQYQT,3118311,56
YVCUQOR,8180888,52
KAWCXVA,3661177,191
CZYEOAQHMY,2325624,59
MJIU,2756401,118
THPEEGJGZD,7998827,164
UNFRXN,9253618,118
NDIALZQHWK,49508,129
NKWNSH,4704697,18
JKWHQTY,9106730,39
BYNNOBQD,5416601,25
RLU,8677580,92
JZDVVY,5386426,183
ZSFZYX,1411007,133
GJK,7813118,13
SKI,9800327,126
YFDLU,521766,59
GZIYSBMUY,9821714,66
UOVGOL,4427732,110
BHCJXVS,3441803,69
PPWVRZDR,5071953,132
CQGQQMXX,5840919,33
MMELMX,2972938,171
PMW,2147890,137
CURGW,1783935,71
DNVUXJG,7779228,157
QEMKSZ,7904536,114
QVSJHGW,5015795,199
VNHNTYTA,604947,168
DQJ,7470957,123
GCLBYJRXSL,9710668,85
OSHAGXVLCQ,5259220,111
ZFM,476134,186
JBS,7167661,135
EDOYIMWCO,4369754,150
WPXCF,3634163,185
GLOKWJBLR,2510354,172
URWPYK,2717636,84
PAJPOUGV,5881318,36
XPOOKVP,9162962,104
HVMKVUPJ,9896289,4
MMD,332880,44
KHBSRPTF,9524984,192
AIHIDUBORF,2897749,78
AWSM,816746,77
KGRFCDETF,2642915,129
TMJ,459765,187
XDF,7490349,157
WNZ,560704,127
VMDAJRIXJO,2405988,162
BRWL,9036417,142
UQUQQ,5904826,46
SMXQUSBCJ,5992938,187
OVUK,3879145,40
FLINBDXMCC,1989276,153
TZNP,5356111,80
CYXCWAMPT,7389852,146
AKBP,1615023,30
LVLIAFVS,2438009,187
JIWLOPTYU,404805,25
JMZCIYKC,3777829,56
LTNPM,2054166,11
LRUSSQBCV,7195862,76
DKTCXWYYF,3110367,177
VLCZGXCVJ,3116305,80
AYZ,5899800,145
RBOUAJX,3888775,137
SYUGDB,9683943,172
SHWYKNB,3927989,67
PRI,215297,108
WELOQYPFH,5873210,148
MERCHKYTR,6096327,58
IEYJ,4908224,120
LXDQIL,7893481,196
EGIPBMNNG,2715096,62
JRMHSCVRU,3573295,63
OKQP,5337168,167
AZKD,7180637,15
SKMBPOBQAS,870545,151
HRXNHMTVY,6938952,66
JGLGFED,4701648,31
MRGWCKJMMD,4193078,92
ARPI,3222319,41
CEQNK,6227951,34
YTCNEGIXO,3566824,138
QSY,7670204,188
BQEGHRC,4717884,168
MAI,82111,16
YAKPJZR,5682150,98
UNBQL,5679928,162
YTPN,1100105,161
OUPHLKESKS,9069476,187
DMWXWDWFW,6919453,167
ATHOV,3661289,15
CZTPTSDPP,9459067,33
YYSGTHSEII,5540665,78
ANKG,1066127,189
AOAH,1526952,131
WBBWA,3068256,76
UDPN,4022149,11
HEOUSZG,7885123,53
ASX,2521603,38
IQHKZQP,3658483,168
LDGJF,2439232,166
CTSKQ,2213080,27
XRYRWZIG,7505052,118
BECVNEFJF,444703,102
SOL,5396665,77
RSMJ,5862074,169
GXXRBP,2377222,85
PNHLJAHI,3269910,78
NIZCLUYWP,362109,88
CPK,2158319,122
OJCVMOX,9785974,200
XVKLKLKQU,202681,38
WXLGG,6575984,106
CPXL,8693018,22
IBMUHE,3585701,147
PLIBO,5458184,189
YAPKGMEQBW,6890898,155
OFCVT,4468868,14
OSOKGF,1814467,115
SGGJPMSWIM,2999522,85
DCQQ,3695184,186
DWUOUXJHQY,6024809,83
YPBJRIJLIQ,6242674,165
HMNLU,8244250,152
WCBAF,3095803,151
OEVSIEFYR,530242,5
VFXEJL,8580873,104
KQGVLCWZ,1714033,71
VKOZYOIR,1117696,173
CSSJYPR,4337806,127
MKJLVMXK,6744517,83
REQMUN,8229621,61
RTWVIWMU,8695369,130
FCWOLGWJZB,5485011,166
OXZSXX,9032337,151
LKBMVKOG,336541,36
WEYVAY,6740006,186
JQC,2916112,166
LLOCEIXLUE,3971706,12
ABWXTE,9589485,60
YIZPDZRZBK,8793685,34
UTB,4462158,47
EMSYZDBVD,7186715,146
ZBPQZU,3970176,140
EWIFZIJP,1098828,158
JQVLGJKF,2817052,5
FOTPH,1411918,159
QMBJ,3140698,23
HOIZTWTMH,347629,200
RCDBDTCXWV,135483,21
IUHOZLGRE,2964618,39
JGKJSC,4892273,142
BFRL,30088,13
OLLCME,9057239,78
EKMNDM,1335780,181
CHRQHBH,3736287,97
AIWHKJF,9498863,74
FSKVJPHNI,998508,124
CGHGOVZ,3042389,107
CZNNMRHD,3745628,187
WZVDOFQ,5161434,96
KYYOBTJO,9049661,5
HRFCCPTSFI,8490185,25
PMWB,8038570,191
XDTH,5557505,9
UWS,5469670,5
HGSN,863945,121
GVX,245823,82
AJATYLGXZQ,9636629,32
LNHFWP,1311136,187
ABVSTXI,5388312,24
ADFO,6418580,33
EMOXEIWW,3627697,90
PIUUX,2204443,190
HUTNSMHA,1263603,160
NMBGGOO,7395372,27
CKQKK,1780547,98
KVM,4845819,133
COMFEOVM,3002631,112
BFMUDLEE,9430981,126
YLDEMOF,6105770,37
IECS,1234116,74
XUCAHXWOK,1645462,32
NGZH,9615819,27
TBKFYSJG,774870,99
RFBINIB,6800616,159
OQIBIKDRSK,7855363,35
DSOIEQ,289827,23
CGQT,7612469,138
ITKIYU,576922,8
GAITODAHL,8346944,177
BGZCPKQB,9462061,127
DGATPJJIE,7883976,186
KQUD,9897312,128
FJSHCANMT,8472496,110
WGSHIMDY,2592681,152
MAOA,3328419,93
RMKB,3624594,103
RXUG,4263950,37
DPR,9792304,72
HJPMM,7158338,44
GMWYPHG,9403999,51
HKDGUKWV,7845301,159
GSLHTXO,2645506,136
JIK,5944119,126
RCIWYLYRE,1013841,5
PMM,7190265,52
KHJYXMCZHD,3026348,141
SFWARAJ,8083164,1
PHK,2195715,45
QFBG,833766,72
ITQTDPHTVJ,6971089,191
NHKAEZR,6545258,155
VHWKNNCATP,9969836,84
GQFDCIM,3361650,199
GTLVVNJC,1229759,62
QXP,6555407,115
YJKVZFHWFX,300197,130
DRJ,7264303,115
VWFRRR,2098840,9
EOXYV,2530219,86
YJH,5856547,116
BAAWOHOPMP,8017526,155
XTKKVRA,566173,14
KICTPVJJ,264868,40
QCIRYUWCNM,2703290,136
XCZ,3075341,142
BWIJMBKI,1740705,64
BBPVOASVY,4213724,177
QVPH,3273174,158
TVQRWTNGCG,4374763,78
VGVFGK,3292774,90
OYDLMWVVOP,1417390,136
OZVRQZI,6835039,100
QKUKQPMGML,7007282,92
SMMYDSN,944360,68
IFNHIYYPT,3981828,152
JJGHSZ,9639423,110
MXFZRCW,9777386,67
VMBWQQ,6359323,126
JTQRKA,8280865,122
FQVGFHOL,2225112,77
WZRJS,5120710,55
XEHJRCTK,7298745,43
MDZZYIQC,777079,69
GWNXFL,1506874,145
FVOIBGBBTX,1390919,14
ABXGSPRLG,5672675,152
GIGLND,1092085,63
MKCHXCCX,7215402,153
VFDDYV,102060,87
PIVTGL,9756076,143
XEFHAOTVET,4716348,8
QWMVDNL,9080798,145
KGFQE,1623061,183
QXYA,7222124,174
NPKOOLTX,931613,57
PXPC,3774759,10
HYKMVVGRG,4437552,192
DOVCBXAVY,8617071,7
FIISLVH,9312560,137
DFZFNMUS,126467,46
URLIP,299229,117
OMCI,2257165,96
XLSF,5092365,72
PLT,6241586,139
SVM,7265546,89
EEO,6552632,56
JIEAO,1076686,23
PLLDE,4179605,93
HTKG,305335,54
ZNGSBWDAW,3857557,122
BVOXQFQVY,4641722,151
KMSU,670900,81
GPMXASM,3236245,26
GFAH,1681960,61
WYTJVVR,8160115,81
QFMALGZG,3992902,46
HJTZICHX,1333949,35
VVA,8601960,56
MYPYHHV,3306029,46
EUETXE,5771176,148
TDROKN,4526389,146
QRTWLO,2270524,114
TQLCTGUKO,6744640,140
LFAPWGNQFC,6743485,185
GDFTQ,8124371,51
KDAMVURYDI,1497547,131
IWIXLAKN,8011795,20
GZXSWHDWBK,5215730,52
EXSMCWFQAP,624137,34
HGBTPQOXHK,3679291,82
ZRHYEWWS,161031,168
KYHFWJ,9651922,8
AZJDZJAA,5085459,78
FQQDBCNUV,1383107,173
SDWIKFYZB,9875825,166
DHSATOTHPE,7298655,117
DGEDTF,3039829,27
MDQZB,8219203,113
LEQTS,1201804,138
WQBCQR,1533818,83
VVBKXW,8947296,59
DXYDDZUSXC,6835008,126
GMU,7216095,184
ZPWX,2561578,181
WQJJNJ,7676549,31
CBMYJTUMZ,8866999,186
NOITXNDR,9328703,83
UTNJEC,6316672,198
KZEZMU,5837551,4
DDI,1594692,147
FLEE,6258005,136
BVUQVMBTSB,5230859,127
NJEZG,2094868,116
HEANXARL,5975307,109
GGTJ,6792190,25
OTYDES,4286071,15
HNPOAR,3586974,36
XZGYB,3804846,137
NKWGCPVR,9128739,103
JDI,1600190,85
XVMW,299487,129
GOECEAKL,7119244,37
WGMRNN,4607877,163
LCHIGSXTL,4859658,197
BYZKK,6828142,117
WHYHQMZJD,2754164,191
KHRJS,7482543,73
VJIL,4060377,163
HEYTH,6446006,190
LIKVV,286115,9
CDTRQFPR,9845912,121
GDEB,1354943,66
XKA,1507665,157
MWCVMLV,6950585,95
AZVPCZJH,7330319,36
NXXIV,626606,76
SRYNKS,8066141,123
AXVMZRDEA,7069757,135
YPNQHG,6912863,103
IIEJDCHBI,6887210,47
GAVGCGJ,7886083,141
EPH,6757768,65
PBGXNY,7238435,145
HOWPNJWK,3143715,139
WLKABCGJQT,449866,40
JPCAXNQPKM,6643144,114
IJNRFNQE,5519444,150
OOLZSGERID,8867902,120
STL,2689578,13
OVANUTCKSG,544286,198
DQZDSBNIZN,2694460,34
OOJKUIYQN,5968061,108
RURVLESUTM,8591336,137
YLKJJSFG,3283344,61
MSWYWRJDQW,7460243,159
AXUJX,3572346,178
WANU,5454468,194
RTKS,9031071,19
AYTCQXQ,9895642,197
MIPLV,9952113,28
OOA,3000203,20
MOQNTTQCF,433144,25
NCGXTVUEG,3475081,122
TEWRR,9776429,76
IYW,6970880,15
JSQIDINKBF,8065110,150
KSVIMN,7356845,161
DJOCPJTXBZ,4275006,122
QSSKWUPN,1058537,200
EXLUGRE,1901080,181
TSJLFVQKPS,7128214,116
XTICIUS,3379314,16
ZJKWKAOEI,5581900,51
KEI,8213889,67
PUTZQK,3765054,127
UNYMEUL,9588026,174
LDCRTZRW,8600070,186
EVSDSDPMD,7975001,31
LJLCZN,7986332,13
OLGFSX,5764745,104
JDNVESI,5282242,9
PUJ,6861854,81
HBY,990731,179
TECPLCLR,2388158,121
CSTVNE,4438627,163
PKNZYFXZ,5540674,187
SAVIAF,8795636,139
YPCVTQW,3600248,168
UJA,1376667,63
VLY,2626733,175
IEV,4830669,43
MRYZUEVAAM,6153449,165
WJKSJRJLS,6909453,181
IEDJFDQKC,5325836,50
TLLZTALVPX,3035750,97
ZKTFX,9604366,144
AZMUOVCK,4733444,192
MGHU,8354228,101
EVRKWTXF,4146956,192
PBTFCQZZ,566604,191
JNJTCPNZWU,1728097,30
UAKAXCZFQP,5709780,153
KEWG,8858264,12
MYPJ,4144941,47
VPWPVMLOM,2166399,15
EOHYEVV,3169952,188
HHZHMYZV,8710389,44
DKSJTCRU,3856645,61
UVLILJ,1748059,105
VMQHESCRZB,8168666,83
MSKQMHDKX,305684,71
CQEKHVMWOO,9694631,69
WUKUKEUPX,980472,141
GTDMAL,8644064,91
TWFNKEV,3250594,122
PYNH,4922557,195
QSVP,2831112,77
MYNZEHB,9374298,18
ALBEEGOYE,5697744,73
SWJBYOUH,9352312,94
FFWLEMYY,879339,94
RATJWUTNA,7574352,103
ULIA,1299736,79
JMWDHPMH,4346553,127
BGFXSB,8104731,103
OPBEN,9672156,90
BVGF,5946380,163
KLGYCZ,6585217,59
RULUGEO,6919412,133
HVSUYT,5175138,149
FQXRVI,1203715,23
PGNXKZ,6756836,54
NTBNMRL,3774976,9
ZTJAZXH,8523248,91
TRWHGPHW,3222069,130
FIHEKOPLFH,8396211,127
BSTSHV,4571427,98
MAIB,7664447,160
PWUFVNTWQO,2943802,163
SSARWGLY,8134859,135
OZFGC,4311781,90
NFAZRJ,302145,126
KNEM,3628401,53
IILEKYYQK,577786,122
WETIWQTKF,1541444,110
ZECLFG,1225070,73
LYKGZJ,1799886,182
WBQBJV,9438078,163
TTUXU,6598286,44
TKBBHYY,4060001,152
KPDW,7045651,145
FKSTTLX,9268508,84
KXPN,5410716,114
MESIXHAWE,8836570,198
JYQQ,4258083,155
XQKRBET,9084913,98
FJDRQJLT,2642392,148
JLKOFM,7914370,173
HKWZPW,543039,150
WOZY,463843,152
LSBVB,9040356,166
DVSNZDG,3388930,47
CXLZ,1823029,83
VZAYJVO,4918195,58
LVBH,5500094,9
WBTVJR,5456349,197
PKHB,6039982,155
HPP,3419094,81
PWRVMKVL,9786973,96
OZRM,122902,91
DBCLTAZ,8358688,198
CUP,7656085,42
HJOEXMZITA,6278654,150
ZONFAQSL,985114,122
ZZXS,5030174,68
PGWWSJTM,705770,129
WJBF,1848307,21
VVXNNGSP,495018,167
INJ,4526507,176
POUSQLW,5379858,200
POYBS,7120650,122
JIJKMH,8941252,181
HPNERULI,431707,107
EFMYHEUX,1639091,63
SMGFMLBOQX,3742578,99
WYG,4829473,95
EVFSJV,6877287,181
AGTNK,5728720,174
CHOYMATBA,6239803,8
YUX,1775260,164
NMGWQQB,1696113,35
GKEACNP,8924131,126
JZLADUX,6047124,162
DPS,2635377,31
YDBWWLQEO,4565646,142
LDH,5917669,31
FJFQKKAE,9770344,66
AVSUYI,5507831,17
QAMZYOWE,4958756,32
CCI,3952545,146
HFCHQ,8481182,8
NGIWQKQFJU,521993,70
JDCUSVUV,1038349,92
UUKBZWJEEI,7255506,167
ARKNZTH,970353,89
MRRSP,1062436,166
OSTEFQGHJ,2052021,41
YTONP,2494852,65
MOSIISQP,5440258,29
KLCUILSC,9410816,69
GDJ,9146832,126
RQWOURB,1363983,59
RFAH,5634103,196
PBCFMKIHD,513523,141
AUFL,903641,126
DGISMSTM,8007995,157
AMTFBJ,1655078,101
IZYZMJ,5668261,157
AHETRRQBOH,3737282,159
GPGDVA,12659,168
CWGZBP,4061057,36
RBKAIATUPS,2667836,147
TYNVXIACE,6751183,11
PERCFLFP,8491827,15
FEMEKXCUB,7685567,149
RHSO,6213243,55
WOVQ,587939,157
GQKHY,2298604,73
OMWCCJEWXV,1420759,147
ORXPZXOQY,9339064,6
FQLL,6917257,29
HMKTD,1367164,141
AMBOOPQ,8911974,124
FWJBHUP,2455415,29
DII,8475080,95
FZI,6829235,100
XYA,8523803,102
TMCUNZF,8717372,199
NPQVOL,27482,29
YFB,9942029,139
XLPOTM,6889840,8
MBP,2961773,176
JNCYQKR,5787752,127
